validation_loss,combination.dup_lm_head_bias,combination.dup_lm_head,combination.freeze_wte,combination.freeze_pos,combination.freeze_ln,combination.out_net_init_identity,combination.out_net,combination.in_net_init_identity,combination.in_net,combination.optimizer,combination.batch_size,combination.lr,combination.num_epoches,combination.model_save_path,results.intrasentence.gender.Count,results.intrasentence.gender.LM Score,results.intrasentence.gender.SS Score,results.intrasentence.gender.ICAT Score,results.intrasentence.profession.Count,results.intrasentence.profession.LM Score,results.intrasentence.profession.SS Score,results.intrasentence.profession.ICAT Score,results.intrasentence.race.Count,results.intrasentence.race.LM Score,results.intrasentence.race.SS Score,results.intrasentence.race.ICAT Score,results.intrasentence.religion.Count,results.intrasentence.religion.LM Score,results.intrasentence.religion.SS Score,results.intrasentence.religion.ICAT Score,results.intrasentence.overall.Count,results.intrasentence.overall.LM Score,results.intrasentence.overall.SS Score,results.intrasentence.overall.ICAT Score,average.intrasentence.gender.Count,average.intrasentence.gender.LM Score,average.intrasentence.gender.SS Score,average.intrasentence.gender.ICAT Score,average.intrasentence.profession.Count,average.intrasentence.profession.LM Score,average.intrasentence.profession.SS Score,average.intrasentence.profession.ICAT Score,average.intrasentence.race.Count,average.intrasentence.race.LM Score,average.intrasentence.race.SS Score,average.intrasentence.race.ICAT Score,average.intrasentence.religion.Count,average.intrasentence.religion.LM Score,average.intrasentence.religion.SS Score,average.intrasentence.religion.ICAT Score,average.intrasentence.overall.Count,average.intrasentence.overall.LM Score,average.intrasentence.overall.SS Score,average.intrasentence.overall.ICAT Score,std.intrasentence.gender.Count,std.intrasentence.gender.LM Score,std.intrasentence.gender.SS Score,std.intrasentence.gender.ICAT Score,std.intrasentence.profession.Count,std.intrasentence.profession.LM Score,std.intrasentence.profession.SS Score,std.intrasentence.profession.ICAT Score,std.intrasentence.race.Count,std.intrasentence.race.LM Score,std.intrasentence.race.SS Score,std.intrasentence.race.ICAT Score,std.intrasentence.religion.Count,std.intrasentence.religion.LM Score,std.intrasentence.religion.SS Score,std.intrasentence.religion.ICAT Score,std.intrasentence.overall.Count,std.intrasentence.overall.LM Score,std.intrasentence.overall.SS Score,std.intrasentence.overall.ICAT Score,file,results.intersentence.gender.Count,results.intersentence.gender.LM Score,results.intersentence.gender.SS Score,results.intersentence.gender.ICAT Score,results.intersentence.profession.Count,results.intersentence.profession.LM Score,results.intersentence.profession.SS Score,results.intersentence.profession.ICAT Score,results.intersentence.race.Count,results.intersentence.race.LM Score,results.intersentence.race.SS Score,results.intersentence.race.ICAT Score,results.intersentence.religion.Count,results.intersentence.religion.LM Score,results.intersentence.religion.SS Score,results.intersentence.religion.ICAT Score,results.intersentence.overall.Count,results.intersentence.overall.LM Score,results.intersentence.overall.SS Score,results.intersentence.overall.ICAT Score,average.intersentence.gender.Count,average.intersentence.gender.LM Score,average.intersentence.gender.SS Score,average.intersentence.gender.ICAT Score,average.intersentence.profession.Count,average.intersentence.profession.LM Score,average.intersentence.profession.SS Score,average.intersentence.profession.ICAT Score,average.intersentence.race.Count,average.intersentence.race.LM Score,average.intersentence.race.SS Score,average.intersentence.race.ICAT Score,average.intersentence.religion.Count,average.intersentence.religion.LM Score,average.intersentence.religion.SS Score,average.intersentence.religion.ICAT Score,average.intersentence.overall.Count,average.intersentence.overall.LM Score,average.intersentence.overall.SS Score,average.intersentence.overall.ICAT Score,std.intersentence.gender.Count,std.intersentence.gender.LM Score,std.intersentence.gender.SS Score,std.intersentence.gender.ICAT Score,std.intersentence.profession.Count,std.intersentence.profession.LM Score,std.intersentence.profession.SS Score,std.intersentence.profession.ICAT Score,std.intersentence.race.Count,std.intersentence.race.LM Score,std.intersentence.race.SS Score,std.intersentence.race.ICAT Score,std.intersentence.religion.Count,std.intersentence.religion.LM Score,std.intersentence.religion.SS Score,std.intersentence.religion.ICAT Score,std.intersentence.overall.Count,std.intersentence.overall.LM Score,std.intersentence.overall.SS Score,std.intersentence.overall.ICAT Score
3.367864083207172,False,False,True,True,False,False,False,False,False,adam,15,0.003,4,matrix-results/unprejudiced-10,"[765.0, 765.0, 765.0]","[92.66253303862, 92.39256098169142, 92.14514173427217]","[63.151056511926086, 60.17690988560554, 58.37917284004241]","[68.2903288680378, 73.58714563747165, 76.70314035503874]","[2430.0, 2430.0, 2430.0]","[93.15731570502773, 92.78904753320197, 92.61379154416909]","[62.24514981536632, 60.22193529008468, 60.41330482344069]","[70.34280996091888, 73.81937474294232, 73.32547870008857]","[2886.0, 2886.0, 2886.0]","[91.08695207111693, 91.06533232780023, 90.23365152531082]","[63.117558605701625, 60.956953952651006, 62.56458717759116]","[67.19018343096471, 71.10935926782888, 67.55867990646783]","[237.0, 237.0, 237.0]","[88.55172413793105, 89.3103448275862, 85.97701149425286]","[57.839080459770116, 57.05747126436781, 59.17241379310345]","[74.66844233055888, 76.7042409829568, 70.20467697185889]","[2106.0, 2106.0, 2106.0]","[91.97633225963335, 91.82126625438659, 91.2178183931866]","[62.59005583246607, 60.43101156515359, 61.0890285174207]","[68.81658909134867, 72.6654924498555, 70.98747860400763]",765.0,92.4000785848612,60.56904641252468,72.86020495351606,2430.0,92.85338492746628,60.960129976297225,72.4958878013166,2886.0,90.79531197474266,62.2130332453146,68.61940753508713,237.0,87.9463601532567,58.02298850574713,73.85912009512485,2106.0,91.67180563573552,61.37003197168011,70.8231867150706,0.0,0.211290994005502,1.9677477372715009,3.472768477497081,0.0,0.226508430431498,0.9119987443979236,1.5357498636161162,0.0,0.3972519760112407,0.9164226616470268,1.7670770850290691,0.0,1.426563923847179,0.8731598181299102,2.714447143731205,0.0,0.327199917271454,0.9035449603397412,1.5755968465651704,./matrix-results\unprejudiced-10.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.319507672994033,False,False,True,False,False,False,False,False,False,adam,50,0.0035,6,matrix-results/unprejudiced-100,"[765.0, 765.0, 765.0]","[91.69788528701572, 92.84113776722472, 92.1224477615782]","[62.23821267299529, 60.680719441589005, 58.075900910683515]","[69.25352085088724, 73.00893486463193, 77.24301256613572]","[2430.0, 2430.0, 2430.0]","[93.29066061751806, 93.03987971402852, 93.47310504021362]","[60.50359186462606, 60.73605208248673, 61.269432659633516]","[73.69292013936298, 73.0622598268663, 72.40532778546287]","[2886.0, 2886.0, 2886.0]","[91.34076604457341, 91.09476748899478, 91.05427486897707]","[61.448785007793134, 61.191838811931994, 61.385695235923336]","[70.42595018674437, 70.70440840204972, 70.31995039725375]","[237.0, 237.0, 237.0]","[87.88505747126437, 87.88505747126437, 86.64367816091954]","[60.87356321839081, 57.05747126436781, 58.02298850574713]","[68.77258290395032, 75.48013211784912, 72.74085348130531]","[2106.0, 2106.0, 2106.0]","[91.99520786600169, 91.93258950773048, 91.94053871630537]","[61.167934589929864, 60.79705529003985, 60.79488585957371]","[71.44727858531154, 72.08056447030042, 72.09078629010068]",765.0,92.22049027193954,60.331611008422605,73.16848942721829,2430.0,93.26788179058671,60.83635886891543,73.05350258389738,2886.0,91.16326946751508,61.34210635188282,70.48343632868261,237.0,87.47126436781609,58.651340996168585,72.33118950103493,2106.0,91.9561120300125,60.91995857984781,71.87287644857088,0.0,0.471851536505904,1.7170939258430526,3.263647010205772,0.0,0.177595424170264,0.3205974832269207,0.5256938490755613,0.0,0.1265930203961789,0.1093323069081927,0.1621326242085637,0.0,0.5851918189130106,1.620032837023968,2.753624586705898,0.0,0.0278347597200724,0.1753477550265921,0.3009720665977657,./matrix-results\unprejudiced-100.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3181505760420924,False,False,True,False,False,False,False,False,False,adam,50,0.004,3,matrix-results/unprejudiced-101,"[765.0, 765.0, 765.0]","[92.99165391774088, 93.0194927455797, 93.00153164066208]","[60.79157927418796, 60.070040104822716, 61.68140426401296]","[72.92111781591782, 74.28529229601463, 71.27376187532275]","[2430.0, 2430.0, 2430.0]","[93.50364150653249, 93.6376559571974, 93.93306117707192]","[60.20346590362308, 61.20815619800483, 61.2021897712375]","[74.42241714700248, 72.64754647753128, 72.8879416350955]","[2886.0, 2886.0, 2886.0]","[91.32736478077081, 91.59627298881597, 91.2715821154757]","[62.54041971613091, 62.31985488199788, 61.73910105147778]","[68.42169506238965, 69.02721716973447, 69.84265560383928]","[237.0, 237.0, 237.0]","[89.12643678160919, 90.55172413793105, 89.3103448275862]","[54.206896551724135, 58.02298850574713, 55.72413793103448]","[81.62752279032897, 76.02181529924692, 79.08585017835911]","[2106.0, 2106.0, 2106.0]","[92.28088894716406, 92.51196969851756, 92.4267739539071]","[61.11513378843618, 61.44973200325996, 61.29949098004504]","[71.76660041189305, 71.32722449568291, 71.5392639817704]",765.0,93.00422610132756,60.84767454767455,72.82672399575173,2430.0,93.69145288026726,60.87127062428848,73.31930175320976,2886.0,91.39840662835417,62.19979188320219,69.09718927865447,237.0,89.66283524904215,55.98467432950192,78.91172942264501,2106.0,92.40654419986292,61.288118923913736,71.54436296311546,0.0,0.0115237485963611,0.6590314221954178,1.2312626347649038,0.0,0.1793895111396571,0.4722155286655479,0.7861700990506404,0.0,0.1417538921009679,0.3379736117314772,0.5822108936970295,0.0,0.633007706607315,1.5687678522935435,2.291830076172195,0.0,0.0954166673876259,0.1368356290988208,0.1794106995033883,./matrix-results\unprejudiced-101.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.327955144384633,False,False,True,False,False,False,False,False,False,adam,50,0.004,4,matrix-results/unprejudiced-102,"[765.0, 765.0, 765.0]","[93.29202818115861, 92.27134089742785, 93.17206979815676]","[59.07218868088434, 60.347720556416206, 58.92092255570516]","[76.36477053952161, 73.17537987797982, 76.54845341767451]","[2430.0, 2430.0, 2430.0]","[93.77662240390433, 93.60422546138277, 93.4132228339137]","[60.94046014110397, 60.40623913856087, 61.29896447549656]","[73.25743441235888, 74.12286637076443, 72.303769107073]","[2886.0, 2886.0, 2886.0]","[91.01746345596833, 92.00447785203292, 91.77840174281502]","[63.20395231366427, 62.767752234759996, 61.07015323946978]","[66.9816585123026, 68.51067029796853, 71.45838231548336]","[237.0, 237.0, 237.0]","[89.88505747126437, 89.97701149425286, 86.16091954022988]","[60.6896551724138, 55.54022988505747, 62.02298850574713]","[70.6682520808561, 80.00714493328049, 65.44268463469415]","[2106.0, 2106.0, 2106.0]","[92.3101621614857, 92.56876468318613, 92.36231144760774]","[61.72591063102681, 61.29017911174076, 60.92117268303928]","[70.66174792466222, 71.66640601467105, 72.18821639312814]",765.0,92.9118129589144,59.4469439310019,75.36286794505865,2430.0,93.59802356640029,60.88188791838714,73.22802329673209,2886.0,91.60011435027212,62.34728592929802,68.9835703752515,237.0,88.6743295019157,59.4176245210728,72.03936054961025,2106.0,92.41374609742654,61.31242080860229,71.50545677748714,0.0,0.4555223006408767,0.639931900973985,1.5486042926112165,0.0,0.1484220547254234,0.3667993645552733,0.742934485215766,0.0,0.4222078084423256,0.9204595076300915,1.857954047657796,0.0,1.7776456550190372,2.79524433243259,6.024440763649984,0.0,0.1116630600181954,0.32890911717601,0.6334850637637991,./matrix-results\unprejudiced-102.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.319441524018412,False,False,True,False,False,False,False,False,False,adam,50,0.004,5,matrix-results/unprejudiced-103,"[765.0, 765.0, 765.0]","[92.45302587911283, 92.26254968863665, 92.40119437728133]","[60.7626807974634, 61.56780160258421, 58.35385741472699]","[72.55217775318253, 70.91705228570233, 76.9630663217157]","[2430.0, 2430.0, 2430.0]","[93.04913307063038, 93.78703945350148, 93.69413169874029]","[60.67402417353167, 59.69639934913265, 59.39188535130665]","[73.1849591561889, 75.59910768722129, 76.09484083864439]","[2886.0, 2886.0, 2886.0]","[91.33148296062404, 91.71685569874984, 91.63509988184076]","[60.993362710000355, 60.63789201112273, 60.77825540222635]","[71.25068058005691, 72.2033755682893, 71.88176967514073]","[237.0, 237.0, 237.0]","[85.40229885057471, 89.88505747126437, 87.12643678160919]","[62.02298850574713, 55.72413793103448, 55.17241379310345]","[64.86648170167788, 79.59476813317481, 78.11335711454616]","[2106.0, 2106.0, 2106.0]","[91.90056372207886, 92.50251465898987, 92.34276963071034]","[60.881994383010614, 60.21147497080181, 59.732019880328195]","[71.89933535769543, 73.61077239545982, 74.36913623369755]",765.0,92.3722566483436,60.22811327159153,73.47743212020019,2430.0,93.51010140762403,59.92076962465699,74.95963589401819,2886.0,91.56114618040488,60.80317004111648,71.77860860782899,237.0,87.47126436781609,57.63984674329502,74.19153564979962,2106.0,92.24861600392636,60.27516307804687,73.29308132895092,0.0,0.0804087014430403,1.3654501432257629,2.5535130263595174,0.0,0.3281532350459925,0.5469469841878603,1.2711008305662437,0.0,0.1657908306465177,0.1461857468278077,0.3957175672180478,0.0,1.846250391288397,3.107522986067604,6.621486137470155,0.0,0.2546041524791556,0.4716301308287127,1.0330133274648052,./matrix-results\unprejudiced-103.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2997696321943533,False,False,True,False,False,False,False,False,False,adam,50,0.004,6,matrix-results/unprejudiced-104,"[765.0, 765.0, 765.0]","[91.72372184980881, 93.70649704562747, 92.23928961537658]","[59.66190894451764, 59.33559194428759, 59.34886868365129]","[73.9991968785065, 76.2103846666961, 74.99262949362786]","[2430.0, 2430.0, 2430.0]","[93.26285667691052, 93.41900620694813, 93.62511054762018]","[61.64410438207512, 59.288829399501275, 58.651347001099346]","[71.54360791458136, 76.06394198040229, 77.42544416034521]","[2886.0, 2886.0, 2886.0]","[91.13102049000027, 90.9817786477276, 91.81940961921067]","[59.81564305041746, 62.066008245597196, 61.352089510652036]","[73.24082913099782, 69.02604082047598, 70.97256648296059]","[237.0, 237.0, 237.0]","[87.3103448275862, 90.55172413793105, 88.55172413793105]","[56.87356321839081, 65.6551724137931, 60.50574712643678]","[75.30768133174792, 62.199667063020236, 69.94568370986921]","[2106.0, 2106.0, 2106.0]","[91.87051507504017, 92.23587797970514, 92.4341788770601]","[60.3788108908561, 60.802058424187265, 60.040779248509835]","[72.80038102685245, 72.30913112484548, 73.87195517462348]",765.0,92.55650283693764,59.44878985748551,75.06740367961015,2430.0,93.43565781049294,59.861426927558576,75.01099801844295,2886.0,91.31073625231284,61.07791360222223,71.07981214481147,237.0,88.80459770114943,61.011494252873554,69.15101070154579,2106.0,92.18019064393512,60.40721618785107,72.99382244210713,0.0,0.8399672772349661,0.1507953953653545,0.9042607451492056,0.0,0.1483575043298989,1.2871286214410864,2.514029653201584,0.0,0.3648102040921326,0.9389409635298586,1.7223503998155665,0.0,1.3353136304788649,3.602869239196061,5.380745822523767,0.0,0.2334595324687078,0.3114392840807081,0.6525179121387807,./matrix-results\unprejudiced-104.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2995477839656497,False,False,True,False,False,False,False,False,False,adam,60,0.003,3,matrix-results/unprejudiced-105,"[765.0, 765.0, 765.0]","[93.40593963202659, 92.77370149978847, 92.70996893605589]","[61.62872103741669, 60.821354330049985, 61.223486658269266]","[71.68210732765417, 72.69495957099845, 71.89938694720826]","[2430.0, 2430.0, 2430.0]","[93.06762332114467, 93.14744700410145, 93.6301385836599]","[63.324757013831636, 63.05156307813768, 63.423747062015224]","[68.2655539889634, 68.8330514012711, 68.49279262909025]","[2886.0, 2886.0, 2886.0]","[90.94153808766596, 91.01067893716429, 91.63289171222438]","[61.15175921592672, 61.90525686450909, 62.60277876520493]","[70.65837537807238, 69.34056873395812, 68.53631047492149]","[237.0, 237.0, 237.0]","[89.79310344827586, 87.88505747126437, 89.3103448275862]","[56.6896551724138, 58.02298850574713, 57.6551724137931]","[77.77940546967893, 73.78304135288677, 75.63662306777645]","[2106.0, 2106.0, 2106.0]","[92.01725034753682, 91.92658277560297, 92.43948079738216]","[61.86787617822429, 62.05593225676202, 62.55206115483426]","[70.17626367983216, 69.76136968483705, 69.23336047558479]",765.0,92.96320335595698,61.22452067524531,72.09215128195363,2430.0,93.28173630296868,63.26668905132818,68.53046600644159,2886.0,91.19503624568488,61.88659828188025,69.511751528984,237.0,88.99616858237549,57.45593869731801,75.73302329678073,2106.0,92.12777130684064,62.15862319660686,69.723664613418,0.0,0.3141411758333804,0.3296068890202067,0.4353818119568579,0.0,0.2485036109507371,0.1573936586306585,0.2332063331969879,0.0,0.3108945924813658,0.5925231585494789,0.8747447343009455,0.0,0.8100164185119785,0.5622662475967527,1.6329321871223068,0.0,0.2234983326117249,0.2886016197683333,0.385860827633511,./matrix-results\unprejudiced-105.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3040595013162366,False,False,True,False,False,False,False,False,False,adam,60,0.003,4,matrix-results/unprejudiced-106,"[765.0, 765.0, 765.0]","[92.71418139026835, 92.62482871395915, 93.63159730768427]","[60.138156046851705, 62.9385630472587, 60.024969233664876]","[73.91516461645526, 68.65618499281719, 74.8585196615156]","[2430.0, 2430.0, 2430.0]","[93.6640774213409, 93.56954789206253, 93.43823391531848]","[63.5644714362297, 62.70488808433626, 63.801583090008016]","[68.25400336568919, 69.7937352106506, 67.64632293200101]","[2886.0, 2886.0, 2886.0]","[91.43178187842851, 91.20753531386589, 91.47581373999718]","[62.09642269456381, 61.79821401903707, 63.116480454749485]","[69.3118322520559, 69.68581487822847, 67.47899927993763]","[237.0, 237.0, 237.0]","[89.88505747126437, 87.21839080459772, 89.88505747126437]","[54.206896551724135, 62.98850574712643, 56.6896551724138]","[82.32231470471662, 64.56165940018498, 77.85905667855727]","[2106.0, 2106.0, 2106.0]","[92.38308172886242, 92.13241984322066, 92.43351212139352]","[62.10642544575796, 62.33206955606821, 62.74125882183686]","[70.01450390086568, 69.40875164571113, 68.87912608639213]",765.0,92.99020247063726,61.03389610925842,72.47662309026268,2430.0,93.55728640957398,63.35698087019133,68.56468716944693,2886.0,91.37171031076387,62.33703905611679,68.82554880340733,237.0,88.99616858237549,57.96168582375479,74.91434359448628,2106.0,92.31633789782552,62.39325127455434,69.43412721098964,0.0,0.4549992512329598,1.34759537008291,2.728771411895826,0.0,0.0926069841417252,0.4711505315802561,0.9037839686790142,0.0,0.117472758297791,0.564434096517166,0.9643175360627156,0.0,1.2570787221094135,3.6961882616786697,7.54381515203994,0.0,0.1316692680669794,0.2627555972808459,0.4638632232922278,./matrix-results\unprejudiced-106.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.303958682132804,False,False,True,False,False,False,False,False,False,adam,60,0.003,5,matrix-results/unprejudiced-107,"[765.0, 765.0, 765.0]","[93.05814169727213, 93.43799091407786, 92.64625728538772]","[59.94001087479349, 60.86937297806863, 62.736836271618884]","[74.55816288809297, 73.12574344274786, 69.04585308094249]","[2430.0, 2430.0, 2430.0]","[93.52621533062653, 93.37699268989714, 93.64979468585913]","[64.2228900404492, 63.03370987161572, 62.42087841792405]","[66.92195379968902, 69.03602006181512, 70.38554041272701]","[2886.0, 2886.0, 2886.0]","[91.27510024691374, 91.43450445133709, 91.5128967646432]","[63.120797379980964, 62.60771586393317, 61.98167909475964]","[67.32305832336962, 68.37889940569727, 69.58333352332676]","[237.0, 237.0, 237.0]","[87.21839080459772, 88.64367816091954, 90.45977011494251]","[58.98850574712643, 57.839080459770116, 58.02298850574713]","[71.5391306645528, 74.74597965385124, 75.94461619764829]","[2106.0, 2106.0, 2106.0]","[92.20160326828108, 92.31978334896947, 92.42784819369156]","[62.979759909900054, 62.36835491658308, 62.09372314155063]","[68.2665097936782, 69.48290642332724, 70.07191206121603]",765.0,93.04746329891258,61.182073374827006,72.2432531372611,2430.0,93.51766756879428,63.225826109996326,68.78117142474372,2886.0,91.40750048763134,62.57006411289126,68.42843041746455,237.0,88.77394636015326,58.28352490421455,74.07657550535077,2106.0,92.31641160364735,62.48061265601126,69.27377609274049,0.0,0.3233120843636561,1.1630116733955616,2.335306076579028,0.0,0.1115348388754783,0.7481055891232046,1.425440032029141,0.0,0.0989400710967025,0.4658045782648792,0.9234179211784644,0.0,1.326489681121198,0.5041190560428636,1.8597763541352004,0.0,0.0923948702341807,0.370330157888799,0.7517406282693415,./matrix-results\unprejudiced-107.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.282818337627079,False,False,True,False,False,False,False,False,False,adam,60,0.003,6,matrix-results/unprejudiced-108,"[765.0, 765.0, 765.0]","[92.63086896999941, 93.2618004378874, 92.08986367899412]","[59.972335233204795, 61.55028465898031, 59.34794738272999]","[74.15594740376137, 71.71779358055512, 74.87283967591382]","[2430.0, 2430.0, 2430.0]","[93.66216065641474, 93.36586657941757, 92.73218919341352]","[61.770701449333096, 62.70901294695124, 61.58535345553751]","[71.61277405269213, 69.63410643619477, 71.24548542318409]","[2886.0, 2886.0, 2886.0]","[91.09898224582045, 91.40385588328586, 91.26013474171991]","[62.05748140576155, 60.730720188119186, 61.98399233891501]","[69.13049655556482, 71.78727185131162, 69.38691962985746]","[237.0, 237.0, 237.0]","[88.55172413793105, 89.21839080459772, 87.79310344827586]","[57.6551724137931, 60.6896551724138, 60.50574712643678]","[74.99414982164092, 70.14411414982163, 69.34646056282203]","[2106.0, 2106.0, 2106.0]","[92.16951952728817, 92.30111374649982, 91.79251232454544]","[61.51745878051692, 61.58415350997307, 61.44279801359084]","[70.93834668777636, 70.91650833088103, 70.78524877074902]",765.0,92.66084436229364,60.29018909163836,73.58219355341011,2430.0,93.25340547641528,62.02168928394062,70.830788637357,2886.0,91.2543242902754,61.59073131093192,70.10156267891129,237.0,88.52107279693489,59.616858237547895,71.49490817809486,2106.0,92.08771519944447,61.51480343469361,70.8800345964688,0.0,0.4789104542735291,0.926767024331088,1.3504256308177365,0.0,0.3878980581420229,0.4918663998836612,0.8593646693053071,0.0,0.1245319362381622,0.6088593210573917,1.1965644595238336,0.0,0.5822746434180277,1.3891517785286958,2.495673839688527,0.0,0.2155424361063246,0.0577386770166401,0.0676140667120269,./matrix-results\unprejudiced-108.json,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
